sentence,label,text
"- Demand for fireplace products was lower than expected , especially in Germany .",0,"""Permintaan produk perapian lebih rendah dari perkiraan, terutama di Jerman."
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",1,"Penjualan bersih area bisnis utama Kyro, Glaston Technologies, produsen mesin pengolah kaca, turun menjadi EUR 161,5 juta dari EUR 164,1 juta pada Januari-September 2005."
Sales fell abroad but increased in Finland .,1,Penjualan turun di luar negeri namun meningkat di Finlandia.
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,1,Fiskars akan melaksanakan proyek komunitas di seluruh Inggris dan mereka juga mencari sukarelawan lokal yang tertarik membantu proyek restorasi terpilih.
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1,Pengumuman Bursa Efek Elcoteq SE 4 Februari 2009 pukul 10.00 pagi (EET) Elcoteq akan mempublikasikan buletin laporan keuangan tahun 2008 pada hari Rabu tanggal 11 Februari pukul 9.00 pagi (EET).
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,2,Nasdaq Bersiap untuk Breakout Bagian II | melalui @AllStarCharts http://stks.co/15Nv $GOOG $AMZN $QCOM
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,2,"Tujuannya adalah peningkatan tahunan laba operasional Ruukki Construction lebih dari EUR 3 juta USD 4,1 juta mulai tahun 2009."
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",1,"Keahlian mendalam kami mencakup bidang energi, industri, perkotaan & mobilitas, serta air & lingkungan."
"UK housing market steadies after Brexit dip, Persimmon says",2,"Pasar perumahan Inggris stabil setelah penurunan Brexit, kata Kesemek"
Ponsse will divide its sales and maintenance service network into six geographical areas .,1,Ponsse akan membagi jaringan layanan penjualan dan pemeliharaannya menjadi enam wilayah geografis.
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",2,"Setelah transaksi tersebut, Alma Media menambah kepemilikannya di Talentum menjadi 30,65% saham dan sekitar 31,12% hak suara."
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,1,Grup farmasi Orion Corp melaporkan penurunan pendapatan kuartal ketiganya yang dipengaruhi oleh pengeluaran yang lebih besar untuk penelitian dan pengembangan dan pemasaran.
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,"Dalam perdagangan makanan, penjualan mencapai EUR320,1 juta, turun 1,1%."
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,2,Mengapa Saya Membeli ARM Holdings plc dan BHP Billiton plc Hari Ini
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,2,$AAPL http://stks.co/1LDx Hapus garis tren turun / area beli sekarang
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,2,Novartis membeli sisa hak atas pengobatan GSK dalam kesepakatan hingga $1 miliar
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",1,"Bahkan sedikit lebih tinggi dibandingkan kelipatan Yara,' kata seorang analis di Helsinki."
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",1,"Teollisuuden Voima Oyj, perusahaan utilitas Finlandia yang dikenal sebagai TVO, mengatakan pihaknya memilih model EU-APWR Mitsubishi Heavy bersama dengan reaktor dari Areva, Toshiba Corp., GE Hitachi Nuclear Energy dan Korea Hydro & Nuclear Power Co."
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",2,"Lifetree didirikan pada tahun 2000, dan pendapatannya meningkat rata-rata sebesar 40% dengan margin di akhir tahun 30an."
The shares subscribed will be eligible for trade on the following day from the registration .,1,Saham yang dipesan akan memenuhi syarat untuk diperdagangkan pada hari berikutnya sejak pendaftaran.
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",2,Namun kali ini Handelsbanken berada di peringkat sebelum Bank Koperasi Lokal dan Aktia dalam hal loyalitas pelanggan.
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",1,"Salah satu peluangnya adalah membawa semua pengolahan daging Baltik ke Rakvere, seperti pengolahan yang dipusatkan di unit pengepakan daging Vantaa di Finlandia, tulis surat kabar itu."
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",0,"Penjualan bersih area bisnis utama Kyro, Glaston Technologies, produsen mesin pengolah kaca, turun menjadi EUR 161,5 juta dari EUR 164,1 juta pada Januari-September 2005."
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,2,@Renatta @Fr0van @kjepeneter @RPTL Penutupan kuat 4 $PLNR akan datang
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1,"Tindakan ini menyusul negosiasi personel mengenai Elcoteq SE, Cabang Finlandia, Elcoteq Finland Oy dan Elcoteq Design Center Oy."
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",1,"""Kondisi salju yang jarang terjadi di hampir setiap pasar telah mempengaruhi hasil kuartal pertama kami,'' kata Kepala Eksekutif Roger Talermo."
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1,"Saat ini perusahaan ini mengoperasikan armada yang terdiri dari delapan kapal induk, serta sembilan kapal pendorong dan tongkang."
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,"Laba sebelum pajak perusahaan turun menjadi EUR 21,1 juta pada kuartal ketiga tahun 2008, dibandingkan dengan EUR 35,8 juta pada periode yang sama tahun 2007."
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,2,Aksi ambil untung di $AAPL pagi ini?  Itu pasti menjadi tekanan pada saham.  Saya masih bullish di $AAPL.
The capital structure of Solidium may be complemented by other financial instruments in the future .,1,Struktur permodalan Solidium dapat dilengkapi dengan instrumen keuangan lainnya di masa depan.
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,1,Transaksi ini direncanakan akan dibiayai dengan pinjaman berbasis pasar sebesar EUR40 juta yang diberikan oleh Standard Chartered Bank Hong Kong.
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",1,"Jon Risfelt sebelumnya memegang posisi eksekutif operasional di Europolitan, Ericsson, SAS, divisi kartu dan perjalanan American Express, serta Nyman & Schultz (CEO), Vodafone Sweden (CEO), dan Gambro Renal Products (CEO)."
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,1,Penjualan Hobby Hall turun 26 persen karena penerapan sistem informasi baru yang melibatkan perubahan prinsip posting penjualan.
@mugatushair Now it is time to short $TSLA,0,@mugatushair Sekarang saatnya mempersingkat $TSLA
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",0,"Pada Q1 tahun 2009, pendapatan bunga bersih Bank of +àland melemah sebesar 10% menjadi EUR 9,1 juta."
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1,Kontrak tersebut mencakup perbaikan 189 unit kamar mandi serta pemasangan kembali pipa air dan saluran pembuangan.
The total project duration is three years and it is valued at some EUR11 .5 m.,1,"Total durasi proyek adalah tiga tahun dan bernilai sekitar EUR11,5 juta."
"The total floor area of the plant expansion is 29,000 square metres .",1,Total luas lantai perluasan pabrik adalah 29.000 meter persegi.
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1,"""Kain cetak dan keahlian desain terkait selalu menjadi inti bisnis dan merek Marimekko."
"$DNN picked some up, like this going into 2014",2,"$DNN mengambil beberapa, seperti ini pada tahun 2014"
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",2,"Pada bulan Januari-September 2010, laba bersih Fiskars naik 14% tahun-ke-tahun menjadi EUR 65,4 juta dan penjualan bersih menjadi EUR 525,3 juta dari EUR 487,7 juta."
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",1,"Kas dan setara kas akhir periode berjumlah EUR6,5 juta, dibandingkan dengan EUR10,5 juta pada tahun sebelumnya."
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1,"Tulikivi memproduksi perapian penahan panas, batu sabun dan keramik, serta produk batu alam dan keramik serbaguna."
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",1,"""Kami memiliki kelompok yang terdiri dari 120 sukarelawan yang terdiri dari karyawan Digicel yang akan mengelola distribusinya... Selama minggu depan, mereka akan mendistribusikan 19.000 tenda ke lebih dari 150 organisasi,'' kata CEO Digicel Haiti, Maarten Boute."
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0,"Di Finlandia, Sampo Bank, yang sekarang menjadi bagian dari grup Danske Bank, akan memberhentikan staf dari fungsi administrasi dan pendukung."
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",1,"Namun hasil dasar TeliaSonera mencakup 457 juta skr dalam bentuk one-off yang positif, sehingga EBITDA dasar yang disesuaikan sebenarnya berjumlah 7,309 miliar skr, jelas di bawah ekspektasi, kata para analis."
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,2,$HCP Datanglah ke pesta dan beli ini -akan memberikan keuntungan besar dan dividen $$$$$$
The phones are targeted at first time users in growth markets .,1,Ponsel ini ditargetkan pada pengguna pertama kali di pasar yang sedang berkembang.
Revenues at the same time grew 14 percent to 43 million euros .,2,Pendapatan di saat yang sama tumbuh 14 persen menjadi 43 juta euro.
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,2,Produsen obat Shire akan membeli Baxalta seharga $32 miliar setelah pengejaran selama 6 bulan
"Full-year net sales are expected to increase by approximately 10 % , the company said .",2,"Penjualan bersih setahun penuh diperkirakan meningkat sekitar 10%, kata perusahaan itu."
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",0,"Situasi persaingan yang ketat di pasar otomasi produksi telah mempengaruhi penjualan bersih selama tahun 2006, kata Cencorp."
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0,Sebuah survei yang dilakukan oleh Taloustutkimus untuk Sampo Life menunjukkan bahwa perusahaan sangat tidak siap menghadapi kehilangan staf kuncinya.
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0,"Perusahaan mengalami kerugian operasional sebesar EUR 2,6 juta dari laba sebesar EUR 1,3 juta."
$FB Nice buyable intraday dip right here,2,$FB Penurunan intraday bagus yang dapat dibeli di sini
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",2,"@BrooklynBandit: $SIMO Dasarnya bagus. Penutupan di atas 24,18 adalah pengamatan bullish $QQQ $SPY $STUDY untuk penutupan di dekat HOD. Saat ini naik +3%"" naik +5%"
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",2,"Melalui pengambilalihan tersebut, Panostaja semakin memperluas wilayah bisnisnya yang mengkhususkan diri pada digital printing, yang sebelumnya terdiri dari anak perusahaan Kopijyva Oy dan Sokonet Oy."
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",1,"Semua feri mengalami masalah di luar kepulauan Stockholm, yang terdiri dari lebih dari 20.000 pulau."
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,2,Menurut Deputi MD Pekka Silvennoinen tujuannya adalah pergantian ganda selama tiga tahun ke depan.
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,1,Usulan para pemegang saham untuk memilih Tuan Hannu Krogerus sebagai anggota Dewan didasarkan pada pengalaman dan pengetahuannya yang panjang dan tak tertandingi dalam segala hal yang berkaitan dengan Elcoteq.
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,1,"Dewan direksi perusahaan akan mengusulkan dividen sebesar EUR1,00 per saham untuk tahun 2005."
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,1,Ia mengatakan segalanya akan berbeda ketika pembangkit listrik tenaga nuklir Finlandia yang baru mulai beroperasi dan pembangkit listrik tenaga air besar di Eropa utara mengalami tahun yang baik.
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",0,"Perubahan nilai wajar properti investasi adalah EUR 15,8 juta, dibandingkan dengan EUR 22,9 juta pada kuartal ketiga tahun 2009."
Marimekko is considering further measures in the matter .,1,Marimekko sedang mempertimbangkan tindakan lebih lanjut dalam masalah ini.
Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,1,Mengapa $TWTR hancur dalam 1 grafik $FB $GOOG https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1,"Grup N +1 akan membayar EUR16,5 juta dari harga transaksi pada saat penutupan, dan jumlah sisanya pada tahun 2012."
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",1,"Vehvilainen, yang saat ini menjabat sebagai chief operating officer di Nokia Siemens Networks, akan bergabung dengan Finnair pada tanggal 5 Januari 2010 dan mengambil alih jabatan CEO efektif tanggal 1 Februari 2010."
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,1,Laporan makanan kalengan yang diawetkan di Finlandia menawarkan panduan komprehensif mengenai ukuran dan bentuk pasar di tingkat nasional.
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2,"Tingkat hunian ekonomi portofolio properti Sponda naik menjadi 91,2% dari 88,8% pada tahun 2006."
The value of the contracts is about EUR 3.3 mn .,1,"Nilai kontraknya sekitar EUR 3,3 juta."
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,2,"MarketsShire naik 2,5% dan Baxalta naik 6% pada kesepakatan $32 miliar"
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,1,Bank Finlandia +àland akan meluncurkan rekening tabungan pensiun jangka panjangnya pada awal Juni 2010.
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",1,"ALEXANDRIA, Va., 5 November -- Risto Kontturi dari Rajamaki, Finlandia, dan Jari Ylinen dari Hyvinkaa, Finlandia, telah mengembangkan sistem transportasi otomatis dengan pemilihan transportasi yang dikendalikan pengguna."
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",1,Namun ia tidak yakin bahwa HKScan atau Atria akan mulai menggunakan daging impor karena konsumen Finlandia lebih memilih produk dalam negeri.
`` We are selling an information systems development business to the Finns .,1,"""Kami menjual bisnis pengembangan sistem informasi ke Finlandia."
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",1,"Perusahaan Suominen Finlandia yang membuat tisu basah, kain bukan tenunan, dan kemasan fleksibel, memperkirakan perubahan situasi pasar akan mengurangi penjualan kain bukan tenunan dan tisu basah Suominen dari perkiraan volume sebelumnya."
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1,RusHydro memiliki perjanjian untuk mengalihkan kepemilikannya di OESK dan lima ERC ke dalam manajemen perwalian Inter RAO.
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",1,"Kaleva Kustannus Oy (ID bisnis 0187274-0), menurut pemberitahuannya, pada tanggal 10 Agustus 2009 telah mengakuisisi 4.458.000 saham Alma Media."
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",1,"Glaston, yang berkantor pusat di Tampere, Finlandia, adalah perusahaan teknologi kaca internasional yang berkembang."
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2,"Mformation dan Nokia mencatat bahwa mereka telah membuat perjanjian interoperabilitas yang mencakup manajemen perangkat seluler berbasis standar yang terbukti secara komersial, serta keamanan perangkat seluler dan manajemen aplikasi seluler."
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,0,Pembelian kembali tidak menjadi tren yang tepat ( $CPIX membelanjakan lebih banyak karena harga saham lebih mahal). Mudah-mudahan akan menarik kembali w 6.87 Q2 penutupan VWAP
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",1,"Kerugian tahunan perusahaan berjumlah EEK 18 juta, dibandingkan dengan keuntungan sebesar EEK 7,3 juta pada tahun 2008."
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2,"Nama asli Componenta +àm+Ñl , sebagai anak perusahaan dari Grup Componenta Finlandia , telah diubah menjadi +àm+Ñl Components dan perusahaan telah melihat pertumbuhan sebesar 63 % pada Q1 2010 , dibandingkan dengan Q1 2009 ."
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1,"HELSINKI AFX-Salcomp, produsen charger ponsel, mengatakan pihaknya telah menunjuk Markku Hangasjarvi sebagai CEO baru, menyusul pengunduran diri Mats Eriksson."
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",2,"NAVTEQ memimpin dalam sistem data peta yang terpasang pada kendaraan Amerika Utara dan mungkin menjadi pemimpin dalam data navigasi belokan demi belokan yang ditawarkan oleh layanan seperti OnStar di Amerika Utara, kata analis Phil Magney dari Telematics Research Group di Minnetonka, Minn. ."
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1,"Perusahaan yang dievaluasi dalam laporan tersebut termasuk Aladdin, CA, F-Secure, Kaspersky, Marshal, McAfee, Microsoft, Panda, Proofpoint, Sophos, Symantec, Trend Micro, Tumbleweed, dan Websense."
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,1,Sekitar 50 persen armada ro-ro di dunia berusia lebih dari 25 tahun dan harus dibongkar karena alasan lingkungan.
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",2,"Pada kuartal pertama tahun 2010, hasil mark-to-market adalah laba sebelum pajak sebesar EUR 133 juta dibandingkan kerugian sebesar EUR 32 juta pada periode yang sama tahun lalu."
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",1,"Rilis Bursa Efek Aldata Solution Oyj 11 Agustus 2006, pukul 11.00 WIB. SAHAM ALDATA YANG DILAKUKAN PEMESANAN DENGAN OPSI SAHAM 2003 Sebanyak 95.000 saham baru Aldata Solution Oyj telah diambil bagian pada opsi saham perusahaan tahun 2003A."
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,1,Undang-Undang Kepailitan mengatur jumlah utang yang boleh dihapuskan oleh peminjam.
The investment will be worth approximately EUR 100mn .,1,Investasi tersebut akan bernilai sekitar EUR 100 juta.
The company is presently examining whether the project would be financially feasible .,1,Perusahaan saat ini sedang mengkaji apakah proyek tersebut layak secara finansial.
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,2,"Laba Lemmink+ñinen untuk periode akuntansi juga naik menjadi EUR 3,1 juta dari EUR -24,5 juta pada tahun lalu."
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",1,"Awal negosiasi, berkaitan dengan program efisiensi Glaston, diumumkan pada bulan Oktober."
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1,Operasi lanjutan berarti struktur setelah restrukturisasi grup Aspocomp termasuk Aspocomp Oulu dan operasi kantor pusat.
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0,"Laba per saham (EPS) berjumlah kerugian sebesar EUR0,05."
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",1,"Alasan di balik perkiraan ini mencakup kenaikan harga sewa pada tahun 2008 dan beberapa properti perkantoran dan ritel yang sepenuhnya disewakan, yang telah selesai dibangun dan ditambahkan ke dalam portofolio properti investasi perusahaan."
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1,Saham tersebut mempunyai hak atas dividen dan hak pemegang saham lainnya sejak didaftarkan pada Daftar Dagang Finlandia.
$NFLX I say it's time to short at this point.,0,$NFLX Saya katakan ini waktunya untuk melakukan short pada saat ini.
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",2,"kenaikan gaji ke-2 tahun ini.  ""@BVHealthcare: $QCOR Questcor Meningkatkan Dividen Tunai Kuartalan 20 Persen.. http://stks.co/goan"""
Aviva shuts Friends Life head office in rapid integration move,1,Aviva menutup kantor pusat Friends Life sebagai langkah integrasi cepat
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,1,Langkah ini dipicu lemahnya permintaan peralatan kehutanan dan situasi pasar yang tidak menentu.
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",1,"Namun, pesanan yang diterima selama periode yang ditinjau turun sebesar 17% kuartal-ke-kuartal dari EUR 213 juta yang tercatat pada kuartal kedua tahun 2010."
"The Division also includes joint sales , marketing and controlling functions for these units .",1,"Divisi ini juga mencakup fungsi penjualan bersama, pemasaran dan pengendalian untuk unit-unit ini."
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1,"Pengiriman Outotec mencakup rekayasa, penyediaan dan konstruksi pabrik kalsinasi lapisan fluida yang bersirkulasi dengan kapasitas 1.600 ton alumina per hari."
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",1,"Akibatnya, perusahaan akan memberhentikan sementara 25% dari seluruh personel, sekitar 270 orang di pabrik Kirkkonummi dan Nivala."
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",0,"Hasil sebelum pajak menurun hingga hampir EUR 14,5 juta, dibandingkan dengan hampir EUR 20 juta pada periode akuntansi sebelumnya."
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0,Mayoritas personel perusahaan di Finlandia diberhentikan sementara dari satu hingga enam minggu pada periode Februari hingga periode Juni 2009.
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0,"Perusahaan hari ini melaporkan kerugian operasional sebesar EUR0,1 juta dari penjualan bersih sebesar EUR4,5 juta untuk kuartal pertama 2008."
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,1,Aplikasi jejaring sosial seluler GyPSii tersedia di Tiongkok dengan dukungan bahasa Tiongkok dan Inggris.
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,1,QPR ProcessGuide tersedia sebagai solusi sistem dengan penyimpanan terpusat dan pengelolaan konten proses serta versi desktop mandiri; Panduan Proses QPR Xpress .
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,0,X menandai penarikan kembali: Tesla menarik kembali #ModelX karena kursi baris ke-3 yang rusak. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB
A 2001 agreement expired earlier this month .,1,Perjanjian tahun 2001 berakhir awal bulan ini.
loading $SPY and $AAPL puts. think were toppy IMHO.,0,memuat penempatan $SPY dan $AAPL. menurutku IMHO toppy.
"So far , Mr. Galvan he has been able to avoid laying off workers .",2,"Sejauh ini, Pak Galvan mampu menghindari PHK pekerjanya."
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1,Langkah-langkah ini merupakan hasil dari perundingan bersama dengan para karyawan yang dimulai pada bulan Februari dan menyangkut seluruh operasi di negara tersebut.
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",1,"Ketika negosiasi dimulai, Neste Oil memperkirakan 450 orang akan terkena dampaknya."
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",1,"Menurut Arokarhu, sebagian pembelian yang sudah dipindai di komputer kasir hilang saat tombol jumlah ditekan."
"$AAPL double bottom could be in, keep in mind",2,"Double bottom $AAPL mungkin masuk, perlu diingat"
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1,"F-Secure Internet Security 2010 adalah layanan keamanan untuk menjelajahi web, perbankan online dan belanja, email, dan aktivitas online lainnya."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,2,"Laba operasional Orion Pharma meningkat sebesar 42,5% dari tahun 2004."
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1,Perubahan ini akan berlaku efektif pada tanggal 1 Januari 2010 dan diperkirakan tidak berdampak pada jumlah karyawan.
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,"Rekrutmen tersebut terkait dengan relokasi operasi penelitian Stora Enso ke Karlstad, Swedia tengah."
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,1,Kerugian operasional berjumlah EUR 25 juta dibandingkan dengan keuntungan sebesar EUR 63 juta pada periode yang sama tahun 2005 .
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",1,"Profitabilitas (EBIT%) adalah 13,6%, dibandingkan dengan 14,3% pada Q2 tahun 2009."
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",2,"Perwakilan baru ini memperluas kehadiran global Comptel di 18 negara, melayani lebih dari 250 pelanggan di lebih dari 80 negara di seluruh dunia."
